transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,sales,product_category,product_type
98,2023-01-01,10:47:53,2,5,Lower Manhattan,36,59572.424999999996,119144.84999999999,Coffee,Premium brewed coffee
99,2023-01-01,10:49:13,2,8,Hell's Kitchen,51,47657.94,95315.88,Tea,Brewed Black tea
100,2023-01-01,10:49:51,2,5,Lower Manhattan,61,47657.94,95315.88,Drinking Chocolate,Hot chocolate
101,2023-01-01,10:51:17,1,5,Astoria,47,47657.94,47657.94,Tea,Brewed Green tea
102,2023-01-01,10:52:44,2,8,Hell's Kitchen,23,39714.95,79429.9,Coffee,Brewed Chai tea
103,2023-01-01,10:52:44,1,8,Hell's Kitchen,73,59572.424999999996,59572.424999999996,Bakery,Pastry
104,2023-01-01,10:56:14,1,5,Lower Manhattan,38,59572.424999999996,59572.424999999996,Coffee,Barista Espresso
105,2023-01-01,10:56:14,1,5,Lower Manhattan,76,55600.93,55600.93,Bakery,Biscotti
106,2023-01-01,11:01:48,1,3,Astoria,22,31771.96,31771.96,Coffee,Drip coffee
107,2023-01-01,11:01:58,1,3,Astoria,38,59572.424999999996,59572.424999999996,Coffee,Barista Espresso
108,2023-01-01,11:01:58,1,3,Astoria,75,55600.93,55600.93,Bakery,Brewed Chai tea
109,2023-01-01,11:03:25,2,5,Lower Manhattan,47,47657.94,95315.88,Tea,Brewed Green tea
110,2023-01-01,11:03:25,1,5,Lower Manhattan,75,55600.93,55600.93,Bakery,Pastry
111,2023-01-01,11:04:32,2,8,Hell's Kitchen,39,67515.415,135030.83,Coffee,Barista Espresso
112,2023-01-01,11:08:11,1,3,Astoria,59,71486.91,71486.91,Drinking Chocolate,Hot chocolate
113,2023-01-01,11:08:59,2,8,Hell's Kitchen,51,47657.94,95315.88,Tea,Brewed Chai tea
114,2023-01-01,11:09:01,1,3,Astoria,59,71486.91,71486.91,Drinking Chocolate,Hot chocolate
115,2023-01-01,11:10:21,1,3,Astoria,47,47657.94,47657.94,Tea,Brewed Green tea
116,2023-01-01,11:10:21,1,3,Astoria,79,47657.94,47657.94,Bakery,Brewed Chai tea
117,2023-01-01,11:10:58,1,3,Astoria,46,39714.95,39714.95,Tea,Brewed Green tea
118,2023-01-01,11:12:29,1,3,Astoria,43,47657.94,47657.94,Tea,Brewed Chai tea
119,2023-01-01,11:16:02,2,3,Astoria,45,47657.94,95315.88,Tea,Brewed herbal tea
120,2023-01-01,11:21:00,2,8,Hell's Kitchen,54,39714.95,79429.9,Tea,Brewed Chai tea
121,2023-01-01,11:21:04,2,5,Astoria,51,47657.94,95315.88,Tea,Brewed Chai tea
122,2023-01-01,11:21:14,1,3,Astoria,60,59572.424999999996,59572.424999999996,Drinking Chocolate,Brewed Chai tea
123,2023-01-01,11:23:01,1,8,Hell's Kitchen,31,47657.94,47657.94,Coffee,Brewed Chai tea
124,2023-01-01,11:23:43,2,5,Lower Manhattan,60,59572.424999999996,119144.84999999999,Drinking Chocolate,Hot chocolate
125,2023-01-01,11:23:43,1,5,Lower Manhattan,77,47657.94,47657.94,Bakery,Scone
126,2023-01-01,11:25:35,2,3,Astoria,49,47657.94,95315.88,Tea,Brewed Black tea
127,2023-01-01,11:25:37,2,5,Lower Manhattan,40,47657.94,95315.88,Coffee,Barista Espresso
128,2023-01-01,11:28:15,2,8,Hell's Kitchen,44,39714.95,79429.9,Tea,Brewed herbal tea
129,2023-01-01,11:28:29,2,3,Astoria,33,47657.94,95315.88,Coffee,Gourmet brewed coffee
130,2023-01-01,11:29:25,2,5,Lower Manhattan,56,40509.248999999996,81018.49799999999,Tea,Brewed Chai tea
131,2023-01-01,11:29:57,2,8,Hell's Kitchen,35,49246.538,98493.076,Coffee,Premium brewed coffee
132,2023-01-01,11:29:57,1,8,Hell's Kitchen,78,71486.91,71486.91,Bakery,Brewed Chai tea
133,2023-01-01,11:30:22,1,8,Hell's Kitchen,23,39714.95,39714.95,Coffee,Drip coffee
134,2023-01-01,11:31:35,1,8,Hell's Kitchen,24,47657.94,47657.94,Coffee,Brewed Chai tea
135,2023-01-01,11:31:43,2,5,Astoria,51,47657.94,95315.88,Tea,Brewed Black tea
136,2023-01-01,11:31:43,1,5,Lower Manhattan,72,51629.435,51629.435,Bakery,Scone
137,2023-01-01,11:31:53,2,5,Lower Manhattan,54,39714.95,79429.9,Tea,Brewed Chai tea
138,2023-01-01,11:31:53,1,5,Lower Manhattan,75,55600.93,55600.93,Bakery,Brewed Chai tea
139,2023-01-01,11:39:14,1,5,Lower Manhattan,60,59572.424999999996,59572.424999999996,Drinking Chocolate,Hot chocolate
140,2023-01-01,11:39:14,1,5,Astoria,71,59572.424999999996,59572.424999999996,Bakery,Pastry
141,2023-01-01,11:40:26,2,3,Astoria,52,39714.95,79429.9,Tea,Brewed Chai tea
142,2023-01-01,11:43:57,2,3,Astoria,25,47657.94,95315.88,Coffee,Organic brewed coffee
143,2023-01-01,11:44:09,1,5,Lower Manhattan,38,59572.424999999996,59572.424999999996,Coffee,Brewed Chai tea
144,2023-01-01,11:47:13,1,3,Astoria,30,47657.94,47657.94,Coffee,Gourmet brewed coffee
145,2023-01-01,11:48:56,2,8,Hell's Kitchen,50,39714.95,79429.9,Tea,Brewed Black tea
146,2023-01-01,11:49:42,1,8,Hell's Kitchen,54,39714.95,39714.95,Tea,Brewed Chai tea
147,2023-01-01,11:49:42,1,8,Hell's Kitchen,72,51629.435,51629.435,Bakery,Scone
148,2023-01-01,11:50:16,2,3,Astoria,26,47657.94,95315.88,Coffee,Organic brewed coffee
149,2023-01-01,11:50:23,2,3,Astoria,36,59572.424999999996,119144.84999999999,Coffee,Premium brewed coffee
150,2023-01-01,11:50:58,2,5,Lower Manhattan,45,47657.94,95315.88,Tea,Brewed herbal tea
151,2023-01-01,11:51:30,2,8,Astoria,33,55600.93,111201.86,Coffee,Gourmet brewed coffee
152,2023-01-01,11:52:31,1,5,Lower Manhattan,57,49246.538,49246.538,Tea,Brewed Chai tea
153,2023-01-01,11:57:17,2,3,Astoria,37,47657.94,95315.88,Coffee,Barista Espresso
154,2023-01-01,11:57:59,1,3,Astoria,50,47657.94,47657.94,Tea,Brewed Black tea
155,2023-01-01,11:57:59,1,3,Astoria,79,59572.424999999996,59572.424999999996,Bakery,Brewed Chai tea
156,2023-01-01,11:58:15,2,3,Astoria,60,59572.424999999996,119144.84999999999,Drinking Chocolate,Hot chocolate
157,2023-01-01,12:00:20,1,5,Lower Manhattan,29,39714.95,39714.95,Coffee,Gourmet brewed coffee
158,2023-01-01,12:01:00,2,3,Astoria,49,47657.94,95315.88,Tea,Brewed Chai tea
159,2023-01-01,12:01:20,2,3,Astoria,35,49246.538,98493.076,Coffee,Premium brewed coffee
160,2023-01-01,12:01:20,1,3,Astoria,75,55600.93,55600.93,Bakery,Pastry
161,2023-01-01,12:03:09,1,8,Hell's Kitchen,36,59572.424999999996,59572.424999999996,Coffee,Premium brewed coffee
162,2023-01-01,12:03:38,1,8,Hell's Kitchen,47,47657.94,47657.94,Tea,Brewed Green tea
163,2023-01-01,12:03:43,1,3,Astoria,44,39714.95,39714.95,Tea,Brewed herbal tea
164,2023-01-01,12:04:22,2,8,Hell's Kitchen,27,55600.93,111201.86,Coffee,Organic brewed coffee
165,2023-01-01,12:05:31,2,3,Astoria,52,39714.95,79429.9,Tea,Brewed Chai tea
166,2023-01-01,12:06:29,1,5,Lower Manhattan,46,39714.95,39714.95,Tea,Brewed Chai tea
167,2023-01-01,12:07:42,1,8,Hell's Kitchen,24,47657.94,47657.94,Coffee,Brewed Chai tea
168,2023-01-01,12:08:21,1,5,Lower Manhattan,43,47657.94,47657.94,Tea,Brewed herbal tea
169,2023-01-01,12:08:36,1,8,Hell's Kitchen,35,49246.538,49246.538,Coffee,Premium brewed coffee
170,2023-01-01,12:09:11,2,3,Astoria,28,31771.96,63543.92,Coffee,Gourmet brewed coffee
171,2023-01-01,12:09:12,2,8,Hell's Kitchen,50,47657.94,95315.88,Tea,Brewed Black tea
172,2023-01-01,12:13:07,2,5,Lower Manhattan,38,59572.424999999996,119144.84999999999,Coffee,Brewed Chai tea
173,2023-01-01,12:14:26,2,8,Hell's Kitchen,35,49246.538,98493.076,Coffee,Premium brewed coffee
174,2023-01-01,12:17:38,2,8,Hell's Kitchen,50,39714.95,79429.9,Tea,Brewed Black tea
175,2023-01-01,12:18:07,2,5,Lower Manhattan,25,34949.156,69898.312,Coffee,Organic brewed coffee
176,2023-01-01,12:18:44,2,3,Astoria,49,47657.94,95315.88,Tea,Brewed Black tea
177,2023-01-01,12:20:16,2,3,Astoria,60,59572.424999999996,119144.84999999999,Drinking Chocolate,Hot chocolate
178,2023-01-01,12:23:39,1,3,Astoria,24,47657.94,47657.94,Coffee,Drip coffee
179,2023-01-01,12:27:06,2,5,Lower Manhattan,41,67515.415,135030.83,Coffee,Barista Espresso
180,2023-01-01,12:30:46,2,3,Astoria,44,39714.95,79429.9,Tea,Brewed herbal tea
181,2023-01-01,12:30:49,1,8,Hell's Kitchen,38,59572.424999999996,59572.424999999996,Coffee,Barista Espresso
182,2023-01-01,12:33:20,2,3,Astoria,54,47657.94,95315.88,Tea,Brewed Chai tea
183,2023-01-01,12:33:35,2,3,Astoria,29,47657.94,95315.88,Coffee,Brewed Chai tea
184,2023-01-01,12:35:53,2,5,Astoria,31,34949.156,69898.312,Coffee,Gourmet brewed coffee
185,2023-01-01,12:36:57,1,8,Hell's Kitchen,60,47657.94,47657.94,Drinking Chocolate,Brewed Chai tea
186,2023-01-01,12:38:28,2,8,Hell's Kitchen,49,47657.94,95315.88,Tea,Brewed Black tea
187,2023-01-01,12:42:26,1,3,Astoria,53,47657.94,47657.94,Tea,Brewed Chai tea
188,2023-01-01,12:44:01,1,8,Hell's Kitchen,60,59572.424999999996,59572.424999999996,Drinking Chocolate,Hot chocolate
189,2023-01-01,12:44:31,1,3,Astoria,53,47657.94,47657.94,Tea,Brewed Chai tea
190,2023-01-01,12:44:32,1,3,Astoria,52,39714.95,39714.95,Tea,Brewed Chai tea
191,2023-01-01,12:45:52,2,3,Astoria,28,31771.96,63543.92,Coffee,Gourmet brewed coffee
192,2023-01-01,12:46:22,1,3,Astoria,56,40509.248999999996,40509.248999999996,Tea,Brewed Chai tea
193,2023-01-01,12:46:26,1,3,Astoria,23,39714.95,39714.95,Coffee,Brewed Chai tea
194,2023-01-01,12:46:55,1,3,Astoria,33,47657.94,47657.94,Coffee,Gourmet brewed coffee
195,2023-01-01,12:46:55,1,3,Astoria,75,55600.93,55600.93,Bakery,Pastry
196,2023-01-01,12:48:08,2,3,Astoria,38,59572.424999999996,119144.84999999999,Coffee,Barista Espresso
197,2023-01-01,12:49:48,1,8,Astoria,30,47657.94,47657.94,Coffee,Gourmet brewed coffee
198,2023-01-01,12:50:15,1,3,Astoria,59,71486.91,71486.91,Drinking Chocolate,Hot chocolate
199,2023-01-01,12:50:28,2,3,Astoria,32,47657.94,95315.88,Coffee,Brewed Chai tea
200,2023-01-01,12:51:21,1,8,Hell's Kitchen,53,47657.94,47657.94,Tea,Brewed Chai tea
201,2023-01-01,12:51:57,1,5,Lower Manhattan,61,75458.405,75458.405,Drinking Chocolate,Hot chocolate
202,2023-01-01,12:51:57,1,5,Lower Manhattan,72,51629.435,51629.435,Bakery,Scone
203,2023-01-01,12:52:18,1,5,Lower Manhattan,56,40509.248999999996,40509.248999999996,Tea,Brewed Chai tea
204,2023-01-01,12:52:18,1,5,Astoria,75,47657.94,47657.94,Bakery,Pastry
205,2023-01-01,12:53:11,2,8,Astoria,29,47657.94,95315.88,Coffee,Gourmet brewed coffee
206,2023-01-01,12:53:59,1,8,Hell's Kitchen,37,47657.94,47657.94,Coffee,Brewed Chai tea
207,2023-01-01,12:55:25,1,3,Astoria,49,47657.94,47657.94,Tea,Brewed Black tea
208,2023-01-01,12:55:27,1,5,Lower Manhattan,57,49246.538,49246.538,Tea,Brewed Chai tea
209,2023-01-01,12:55:27,1,5,Lower Manhattan,75,47657.94,47657.94,Bakery,Brewed Chai tea
210,2023-01-01,12:55:36,1,8,Hell's Kitchen,45,47657.94,47657.94,Tea,Brewed herbal tea
211,2023-01-01,12:55:53,2,8,Hell's Kitchen,26,47657.94,95315.88,Coffee,Organic brewed coffee
212,2023-01-01,12:56:33,1,3,Astoria,61,75458.405,75458.405,Drinking Chocolate,Brewed Chai tea
213,2023-01-01,12:56:59,1,3,Astoria,47,47657.94,47657.94,Tea,Brewed Green tea
214,2023-01-01,12:58:54,2,3,Astoria,44,39714.95,79429.9,Tea,Brewed Chai tea
215,2023-01-01,12:59:06,1,8,Astoria,36,47657.94,47657.94,Coffee,Premium brewed coffee
216,2023-01-01,13:00:38,2,5,Astoria,30,47657.94,95315.88,Coffee,Brewed Chai tea
217,2023-01-01,13:01:33,2,5,Lower Manhattan,25,34949.156,69898.312,Coffee,Organic brewed coffee
218,2023-01-01,13:02:40,1,8,Hell's Kitchen,49,47657.94,47657.94,Tea,Brewed Black tea
219,2023-01-01,13:02:40,1,8,Hell's Kitchen,78,47657.94,47657.94,Bakery,Brewed Chai tea
220,2023-01-01,13:02:52,1,8,Astoria,26,47657.94,47657.94,Coffee,Brewed Chai tea
221,2023-01-01,13:03:13,2,3,Astoria,43,47657.94,95315.88,Tea,Brewed herbal tea
222,2023-01-01,13:04:01,2,8,Hell's Kitchen,25,34949.156,69898.312,Coffee,Organic brewed coffee
223,2023-01-01,13:04:01,1,8,Astoria,72,51629.435,51629.435,Bakery,Scone
224,2023-01-01,13:04:22,2,8,Astoria,42,39714.95,79429.9,Tea,Brewed herbal tea
225,2023-01-01,13:04:37,2,8,Hell's Kitchen,54,39714.95,79429.9,Tea,Brewed Chai tea
226,2023-01-01,13:04:51,1,3,Astoria,22,47657.94,47657.94,Coffee,Drip coffee
227,2023-01-01,13:05:56,1,3,Astoria,58,55600.93,55600.93,Drinking Chocolate,Hot chocolate
228,2023-01-01,13:07:37,2,5,Lower Manhattan,24,47657.94,95315.88,Coffee,Drip coffee
229,2023-01-01,13:09:03,1,3,Astoria,35,49246.538,49246.538,Coffee,Premium brewed coffee
230,2023-01-01,13:12:03,2,5,Lower Manhattan,30,47657.94,95315.88,Coffee,Brewed Chai tea
231,2023-01-01,13:13:09,1,5,Astoria,60,59572.424999999996,59572.424999999996,Drinking Chocolate,Hot chocolate
232,2023-01-01,13:17:30,1,8,Astoria,56,40509.248999999996,40509.248999999996,Tea,Brewed Chai tea
233,2023-01-01,13:17:32,2,3,Astoria,55,47657.94,95315.88,Tea,Brewed Chai tea
234,2023-01-01,13:18:34,2,8,Hell's Kitchen,49,47657.94,95315.88,Tea,Brewed Black tea
235,2023-01-01,13:19:09,1,8,Hell's Kitchen,55,47657.94,47657.94,Tea,Brewed Chai tea
236,2023-01-01,13:19:09,1,8,Hell's Kitchen,75,55600.93,55600.93,Bakery,Pastry
237,2023-01-01,13:19:36,1,3,Astoria,23,39714.95,39714.95,Coffee,Brewed Chai tea
238,2023-01-01,13:19:56,2,8,Astoria,31,34949.156,69898.312,Coffee,Gourmet brewed coffee
239,2023-01-01,13:20:51,2,3,Astoria,35,47657.94,95315.88,Coffee,Premium brewed coffee
240,2023-01-01,13:21:23,2,3,Astoria,38,59572.424999999996,119144.84999999999,Coffee,Barista Espresso
241,2023-01-01,13:22:11,1,5,Lower Manhattan,23,39714.95,39714.95,Coffee,Drip coffee
242,2023-01-01,13:22:45,2,3,Astoria,46,39714.95,79429.9,Tea,Brewed Green tea
243,2023-01-01,13:23:54,2,3,Astoria,58,47657.94,95315.88,Drinking Chocolate,Hot chocolate
244,2023-01-01,13:24:29,2,5,Lower Manhattan,60,59572.424999999996,119144.84999999999,Drinking Chocolate,Hot chocolate
245,2023-01-01,13:30:49,2,5,Lower Manhattan,31,34949.156,69898.312,Coffee,Brewed Chai tea
246,2023-01-01,13:32:07,2,5,Lower Manhattan,25,47657.94,95315.88,Coffee,Organic brewed coffee
247,2023-01-01,13:32:34,1,5,Lower Manhattan,87,47657.94,47657.94,Coffee,Barista Espresso
248,2023-01-01,13:34:12,2,3,Astoria,28,31771.96,63543.92,Coffee,Gourmet brewed coffee
249,2023-01-01,13:38:09,1,8,Hell's Kitchen,27,47657.94,47657.94,Coffee,Organic brewed coffee
250,2023-01-01,13:38:11,2,8,Hell's Kitchen,40,59572.424999999996,119144.84999999999,Coffee,Brewed Chai tea
251,2023-01-01,13:39:41,1,5,Astoria,51,47657.94,47657.94,Tea,Brewed Black tea
252,2023-01-01,13:40:47,2,3,Astoria,54,39714.95,79429.9,Tea,Brewed Chai tea
253,2023-01-01,13:41:09,2,3,Astoria,42,39714.95,79429.9,Tea,Brewed Chai tea
254,2023-01-01,13:42:10,1,3,Astoria,43,47657.94,47657.94,Tea,Brewed herbal tea
255,2023-01-01,13:42:49,1,5,Lower Manhattan,36,47657.94,47657.94,Coffee,Premium brewed coffee
256,2023-01-01,13:42:58,1,5,Lower Manhattan,52,39714.95,39714.95,Tea,Brewed Chai tea
257,2023-01-01,13:42:58,1,5,Lower Manhattan,72,47657.94,47657.94,Bakery,Scone
258,2023-01-01,13:43:18,2,3,Astoria,54,47657.94,95315.88,Tea,Brewed Chai tea
